Document,Topic,Weight,ACN,State Reference,Primary Problem,Make Model Name,Function 1,Function 2,Function 3,Function 4,Flight Phase 1,Flight Phase 2,Flight Phase 3,Flight Phase 4,Flight Phase 5,Flight Phase 6
2880,2,0.89644796,1518022,US,Aircraft,B737 Undifferentiated or Other Model,Flight Attendant (On Duty),,,,Takeoff / Launch,,,,,
2881,2,0.75517654,1518023,Unidentified,Aircraft,B777 Undifferentiated or Other Model,Flight Attendant (On Duty),,,,Cruise,,,,,
2882,3,0.9065439,1518042,US,Aircraft,B737-700,Captain, Pilot Flying,,,Climb,,,,,
2883,3,0.872235,1518061,US,Aircraft,B737-800,Captain, Pilot Not Flying,,,Cruise,,,,,
2884,2,0.8344906,1518661,AZ,Company Policy,B737 Next Generation Undifferentiated,Captain, Pilot Flying,,,Cruise, Climb, Descent,,,
2885,0,0.5027427,1518692,FO,Aircraft,B777 Undifferentiated or Other Model,Captain, Pilot Not Flying,,,Cruise,,,,,
2886,0,0.8067072,1518695,AB,Ambiguous,B777 Undifferentiated or Other Model,First Officer, Pilot Flying,,,Cruise,,,,,
2887,1,0.60711807,1518940,HI,Procedure,B737 Undifferentiated or Other Model,Captain, Pilot Flying,,,Final Approach,,,,,
2888,1,0.91397285,1519255,US,Human Factors,B767 Undifferentiated or Other Model,First Officer, Pilot Not Flying,,,Takeoff / Launch, Initial Climb,,,,
2889,2,0.69480866,1519373,US,Ambiguous,B737-800,Pilot Flying, First Officer,,,Initial Climb,,,,,
2890,0,0.90564245,1519447,CO,Weather,B777-200,First Officer, Pilot Flying,,,Cruise,,,,,
2891,1,0.8979945,1519729,US,Airspace Structure,B737 Next Generation Undifferentiated,Captain, Pilot Not Flying,,,Initial Approach,,,,,
2892,1,0.8866863,1519790,US,Environment - Non Weather Related,B737 Undifferentiated or Other Model,First Officer, Pilot Not Flying,,,Final Approach,,,,,
2893,0,0.7239862,1520222,US,Aircraft,B737-700,Captain, Pilot Flying,,,Cruise,,,,,
2894,0,0.7296368,1520570,US,Aircraft,B737 Undifferentiated or Other Model,Pilot Not Flying, Captain,,,Takeoff / Launch,,,,,
2895,1,0.873671,1520906,AZ,Human Factors,B737-800,Captain, Pilot Not Flying,,,Takeoff / Launch, Taxi,,,,
2896,1,0.6289362,1521121,US,Aircraft,B737-700,First Officer, Pilot Flying,,,Climb,,,,,
2897,1,0.92116374,1521128,MO,Human Factors,B737-700,First Officer, Pilot Flying,,,Final Approach,,,,,
2898,1,0.61420906,1521208,US,Aircraft,B767 Undifferentiated or Other Model,Captain, Pilot Not Flying,,,Climb,,,,,
2899,0,0.75462526,1521358,US,Weather,B737 Undifferentiated or Other Model,First Officer, Pilot Flying,,,Landing,,,,,
2900,1,0.91271585,1521419,NY,Human Factors,B737-800,Pilot Not Flying, Captain,,,Final Approach, Initial Approach,,,,
2901,3,0.6217974,1521816,US,Aircraft,B737 Undifferentiated or Other Model,Pilot Not Flying, First Officer,,,Takeoff / Launch,,,,,
2902,0,0.8009669,1522121,US,Aircraft,B737-700,First Officer, Pilot Not Flying,,,Initial Climb,,,,,
2903,1,0.89863026,1522271,US,Human Factors,B737-800,Captain, Pilot Flying,,,Takeoff / Launch,,,,,
2904,2,0.9164998,1522485,US,Aircraft,B757 Undifferentiated or Other Model,Pilot Flying, Captain,,,Cruise,,,,,
2905,3,0.49926096,1522734,US,Human Factors,B777 Undifferentiated or Other Model,First Officer, Pilot Flying,,,Cruise,,,,,
2906,2,0.9052668,1523008,GA,Human Factors,B737 Undifferentiated or Other Model,Enroute,,,,Cruise,,,,,
2907,0,0.70657384,1523016,US,Aircraft,B737-700,Captain, Pilot Flying,,,Initial Climb,,,,,
2908,1,0.92939633,1523073,NY,Human Factors,B757 Undifferentiated or Other Model,Pilot Flying, First Officer,,,Takeoff / Launch,,,,,
2909,0,0.5931047,1523363,FO,Weather,B777 Undifferentiated or Other Model,Captain, Pilot Not Flying,,,Climb,,,,,
2910,0,0.8721305,1523648,US,Aircraft,B737-800,Captain, Pilot Not Flying,,,Cruise,,,,,
2911,3,0.52406245,1523658,US,MEL,B737-800,Pilot Flying, Captain,,,Climb,,,,,
2912,1,0.7898345,1523664,CO,Weather,B737-800,Captain, Pilot Not Flying,,,Cruise,,,,,
2913,3,0.906698,1523665,US,Aircraft,B737-700,Captain, Pilot Flying,,,Cruise,,,,,
2914,0,0.66706395,1523678,US,Environment - Non Weather Related,B737-700,Captain, Pilot Flying,,,Takeoff / Launch,,,,,
2915,1,0.8667946,1523694,CA,Aircraft,B737-700,Captain, Pilot Flying,,,Landing,,,,,
2916,3,0.9017633,1523749,US,Aircraft,B767 Undifferentiated or Other Model,First Officer, Pilot Flying,,,Cruise,,,,,
2917,1,0.6512688,1523750,CA,Human Factors,B757 Undifferentiated or Other Model,Pilot Not Flying, First Officer,,,Climb,,,,,
2918,3,0.7230151,1523883,Unidentified,Equipment / Tooling,B777 Undifferentiated or Other Model,Flight Attendant (On Duty),,,,Cruise,,,,,
2919,0,0.7807291,1524186,Unidentified,Equipment / Tooling,B757 Undifferentiated or Other Model,Flight Attendant In Charge, Flight Attendant (On Duty),,,Cruise,,,,,
2920,2,0.87777066,1524224,NH,Ambiguous,B767 Undifferentiated or Other Model,Captain, Pilot Flying,,,Cruise,,,,,
2921,1,0.8842403,1524480,NJ,ATC Equipment / Nav Facility / Buildings,B777 Undifferentiated or Other Model,Captain, Pilot Flying,,,Final Approach,,,,,
2922,2,0.7450259,1524486,US,Aircraft,B767 Undifferentiated or Other Model,First Officer, Pilot Not Flying,,,Cruise,,,,,
2923,1,0.85681456,1524501,NJ,ATC Equipment / Nav Facility / Buildings,B737-800,Captain,,,,Final Approach,,,,,
2924,0,0.8733885,1524502,US,Aircraft,B777-200,Pilot Not Flying, First Officer,,,Takeoff / Launch,,,,,
2925,1,0.91039205,1524508,US,Aircraft,B767-300 and 300 ER,First Officer, Pilot Not Flying,,,Final Approach,,,,,
2926,1,0.8948566,1524509,CO,Weather,B737-800,First Officer, Pilot Flying,,,Final Approach,,,,,
2927,0,0.93741906,1524524,US,Aircraft,B767-300 and 300 ER,Captain, Pilot Flying,,,Takeoff / Launch,,,,,
2928,2,0.9072392,1524833,US,Aircraft,B737-700,Pilot Flying, Captain,,,Takeoff / Launch,,,,,
2929,3,0.7086608,1524967,FO,Environment - Non Weather Related,B767 Undifferentiated or Other Model,First Officer, Pilot Flying,,,Final Approach,,,,,
2930,2,0.89794797,1525424,US,Aircraft,B737 Next Generation Undifferentiated,First Officer, Pilot Flying,,,Cruise,,,,,
2931,0,0.88684046,1525480,FO,Chart Or Publication,B767 Undifferentiated or Other Model,Captain, Check Pilot,,,Climb,,,,,
2932,0,0.8352305,1525484,US,Aircraft,B737 Undifferentiated or Other Model,Pilot Flying, Captain,,,Takeoff / Launch,,,,,
2933,0,0.68391585,1525769,US,Aircraft,B737-800,Captain, Pilot Not Flying,,,Cruise,,,,,
2934,1,0.56646186,1525770,NV,Procedure,B737 Next Generation Undifferentiated,Captain,,,,Initial Approach,,,,,
2935,2,0.5540743,1525793,FO,Ambiguous,B757 Undifferentiated or Other Model,Captain, Pilot Flying,,,Final Approach,,,,,
2936,1,0.89204544,1525807,FO,Human Factors,B737 Undifferentiated or Other Model,Pilot Flying, First Officer,,,Descent,,,,,
2937,0,0.89029026,1526316,FO,ATC Equipment / Nav Facility / Buildings,B777 Undifferentiated or Other Model,Pilot Not Flying, Captain,,,Climb,,,,,
2938,1,0.93158495,1526663,CO,Human Factors,B737 Undifferentiated or Other Model,Captain, Pilot Flying,,,Final Approach,,,,,
2939,1,0.71726924,1527323,FO,Airport,B737 Next Generation Undifferentiated,Pilot Flying, First Officer,,,Final Approach,,,,,
2940,0,0.79570085,1527471,CA,Procedure,B737-900,Local, Handoff / Assist,,,Takeoff / Launch,,,,,
2941,0,0.9148397,1527548,US,Aircraft,B777 Undifferentiated or Other Model,Pilot Flying, Captain,,,Takeoff / Launch,,,,,
2942,0,0.5014352,1528311,US,Weather,B737-700,First Officer, Pilot Not Flying,,,Cruise,,,,,
2943,0,0.84680784,1529037,GU,Procedure,B737 Undifferentiated or Other Model,First Officer, Pilot Flying,,,Takeoff / Launch,,,,,
2944,3,0.8345123,1529305,US,Aircraft,B737-700,Pilot Flying, Captain,,,Cruise,,,,,
2945,1,0.7201894,1529334,NJ,Human Factors,B757 Undifferentiated or Other Model,Captain, Pilot Not Flying,,,Climb,,,,,
2946,1,0.36451235,1529633,FL,Procedure,B737 Undifferentiated or Other Model,Other / Unknown,,,,Final Approach,,,,,
2947,3,0.55475765,1529635,Unidentified,Aircraft,B767 Undifferentiated or Other Model,First Officer, Pilot Not Flying,,,Cruise,,,,,
2948,2,0.54754347,1529860,MA,Human Factors,B787 Dreamliner Undifferentiated or Other Model,Local,,,,Final Approach,,,,,
2949,0,0.8998703,1529864,TX,Airspace Structure,B787-900,Enroute,,,,Descent,,,,,
2950,1,0.68746346,1529871,CO,Procedure,B737 Undifferentiated or Other Model,Pilot Flying, Captain,,,Final Approach, Initial Approach,,,,
2951,0,0.78597546,1530106,AK,Human Factors,B737 Undifferentiated or Other Model,Approach,,,,Cruise,,,,,
2952,0,0.89275575,1530408,IL,Weather,B737-700,Captain, Pilot Flying,,,Climb,,,,,
2953,1,0.9051112,1531071,FO,Human Factors,B737-800,First Officer, Pilot Flying,,,Landing,,,,,
2954,0,0.43086016,1531457,US,Human Factors,B777-300,Flight Attendant (On Duty),,,,Takeoff / Launch,,,,,
2955,2,0.7567194,1531672,US,Aircraft,B737-800,First Officer, Pilot Not Flying,,,Climb,,,,,
2956,0,0.52807355,1531892,FO,Aircraft,B767 Undifferentiated or Other Model,First Officer, Pilot Flying,,,Cruise,,,,,
2957,1,0.5515457,1532203,NH,Procedure,B737 Undifferentiated or Other Model,First Officer, Pilot Flying,,,Descent, Initial Approach, Final Approach,,,
2958,1,0.9036645,1532241,NV,Aircraft,B737 Undifferentiated or Other Model,First Officer, Pilot Not Flying,,,Climb,,,,,
2959,1,0.8850843,1532294,MA,Human Factors,B737-800,First Officer, Pilot Flying,,,Final Approach,,,,,
2960,1,0.5902042,1532362,CA,Human Factors,B737 Undifferentiated or Other Model,Pilot Not Flying, First Officer,,,Final Approach, Initial Approach,,,,
2961,0,0.6599495,1532527,US,Equipment / Tooling,B737-700,Pilot Flying, Captain,,,Cruise,,,,,
2962,2,0.54889286,1532896,WA,Procedure,B737 Undifferentiated or Other Model,Approach,,,,Climb,,,,,
2963,0,0.9011905,1533272,MN,Aircraft,B737 Undifferentiated or Other Model,Pilot Flying, Captain,,,Climb,,,,,
2964,0,0.61401194,1533281,FL,Procedure,B737-700,Pilot Flying, Captain,,,Climb, Cruise,,,,
2965,0,0.8599779,1533455,WA,Airspace Structure,B737-800,Enroute,,,,Climb,,,,,
2966,3,0.90164804,1533561,US,Aircraft,B737 Undifferentiated or Other Model,Pilot Flying, First Officer,,,Climb,,,,,
2967,0,0.92242336,1533673,US,Aircraft,B767 Undifferentiated or Other Model,Captain, Pilot Flying,,,Cruise, Climb,,,,
2968,0,0.91808116,1533915,US,Human Factors,B737 Undifferentiated or Other Model,Pilot Flying, Captain,,,Climb,,,,,
2969,2,0.4063083,1534079,TX,Aircraft,B737-800,Flight Attendant (On Duty),,,,Climb,,,,,
2970,0,0.90033466,1534195,NM,Airspace Structure,B737 Undifferentiated or Other Model,Enroute,,,,Cruise,,,,,
2971,1,0.6223658,1534220,NV,Weather,B737 Undifferentiated or Other Model,Captain, Pilot Flying,,,Climb,,,,,
2972,1,0.8801185,1534283,FL,Human Factors,B737 Undifferentiated or Other Model,Pilot Flying, First Officer,,,Initial Climb,,,,,
2973,1,0.7176819,1534367,NV,Human Factors,B737-800,Captain, Pilot Not Flying,,,Climb,,,,,
2974,3,0.87105274,1534446,US,Aircraft,B737 Undifferentiated or Other Model,Pilot Flying, Captain,,,Takeoff / Launch,,,,,
2975,1,0.51942605,1534513,US,Weather,B737-800,Pilot Not Flying, First Officer,,,Final Approach,,,,,
2976,0,0.7463327,1534601,FO,Ambiguous,B787 Dreamliner Undifferentiated or Other Model,Pilot Flying, Captain,,,Cruise,,,,,
2977,0,0.6853626,1534905,NM,Weather,B737 Undifferentiated or Other Model,Captain, Pilot Not Flying,,,Cruise,,,,,
2978,1,0.9001029,1534945,DC,Human Factors,B737 Undifferentiated or Other Model,Check Pilot, Pilot Not Flying,,,Initial Climb,,,,,
2979,0,0.53631634,1534976,LA,Staffing,B737 Undifferentiated or Other Model,Captain, Pilot Flying,,,Initial Climb, Taxi,,,,
2980,2,0.5651829,1534978,US,Company Policy,B757 Undifferentiated or Other Model,First Officer, Pilot Not Flying,,,Cruise,,,,,
2981,0,0.5743149,1535331,US,Ambiguous,B737 Next Generation Undifferentiated,Captain, Pilot Flying,,,Climb,,,,,
2982,2,0.5775578,1535350,FO,Unidentified,B737 Undifferentiated or Other Model,First Officer, Pilot Not Flying,,,Cruise,,,,,
2983,1,0.89608556,1535352,TX,Ambiguous,B737 Undifferentiated or Other Model,Captain, Pilot Not Flying,,,Final Approach,,,,,
2984,2,0.880534,1535369,MA,Airport,B737 Undifferentiated or Other Model,Pilot Not Flying, Captain,,,Final Approach,,,,,
2985,1,0.79572797,1535633,FO,Procedure,B737 Undifferentiated or Other Model,Flight Data / Clearance Delivery, Captain,,,Climb, Initial Climb,,,,
2986,0,0.86501354,1535917,NB,Human Factors,B777 Undifferentiated or Other Model,First Officer, Pilot Not Flying,,,Cruise,,,,,
2987,1,0.9184227,1536794,US,Ambiguous,B737-800,Pilot Flying, Captain,,,Climb,,,,,
2988,1,0.60421383,1536814,CA,Ambiguous,B737-700,First Officer, Pilot Flying,,,Final Approach, Landing,,,,
2989,0,0.8990924,1537135,CA,Aircraft,B737-700,Pilot Not Flying, First Officer,,,Takeoff / Launch,,,,,
2990,3,0.51680666,1537189,US,Aircraft,B757 Undifferentiated or Other Model,Captain, Pilot Not Flying,,,Initial Climb,,,,,
2991,2,0.8515623,1537201,Unidentified,Aircraft,B737 Undifferentiated or Other Model,Captain,,,,Cruise,,,,,
2992,2,0.8701346,1537277,US,Aircraft,B737-800,First Officer, Pilot Flying,,,Climb,,,,,
2993,1,0.89242256,1537404,FL,Environment - Non Weather Related,B737-800,Captain, Pilot Flying,,,Takeoff / Launch,,,,,
2994,3,0.7890891,1537757,FO,Aircraft,B787-900,Pilot Not Flying, First Officer,,,Cruise,,,,,
2995,1,0.79719365,1537779,FO,Chart Or Publication,B737 Undifferentiated or Other Model,Captain,,,,Final Approach,,,,,
2996,1,0.6927701,1538089,US,Aircraft,B757-200,First Officer, Pilot Flying,,,Initial Climb,,,,,
2997,1,0.528262,1538747,MD,Procedure,B737 Undifferentiated or Other Model,Captain, Pilot Not Flying,,,Final Approach, Landing,,,,
2998,0,0.8536686,1538759,US,Aircraft,B737 Undifferentiated or Other Model,Captain, Pilot Not Flying,,,Takeoff / Launch,,,,,
2999,1,0.8825092,1539021,NY,Human Factors,B737 Undifferentiated or Other Model,Pilot Flying, First Officer,,,Final Approach,,,,,
3000,1,0.8985445,1539045,CA,Procedure,B777 Undifferentiated or Other Model,Pilot Flying, Captain,,,Final Approach,,,,,
3001,0,0.93489295,1539118,US,Aircraft,B767 Undifferentiated or Other Model,Captain, Pilot Not Flying,,,Cruise,,,,,
3002,2,0.8966238,1539129,HI,Aircraft,B787-900,Captain,,,,Cruise,,,,,
3003,0,0.42250884,1539287,US,MEL,B737-700,Pilot Not Flying, Captain,,,Climb,,,,,
3004,1,0.5664912,1539288,US,Aircraft,B737-700,Pilot Flying, First Officer,,,Climb,,,,,
3005,1,0.86608785,1539389,US,Human Factors,B737-800,First Officer, Pilot Not Flying,,,Takeoff / Launch,,,,,
3006,0,0.55781466,1539516,US,Aircraft,B737-700,Pilot Flying, Captain,,,Climb,,,,,
3007,1,0.87495226,1539525,US,Human Factors,B787 Dreamliner Undifferentiated or Other Model,Pilot Flying, Captain,,,Landing,,,,,
3008,0,0.91045654,1539806,CA,ATC Equipment / Nav Facility / Buildings,B737 Undifferentiated or Other Model,Enroute,,,,Cruise,,,,,
3009,2,0.8763671,1539850,VA,Ambiguous,B737 Next Generation Undifferentiated,First Officer, Pilot Not Flying,,,Climb,,,,,
3010,1,0.87333393,1540079,FO,Human Factors,B777-200,Dispatcher,,,,Cruise,,,,,
3011,2,0.6494259,1540564,US,Human Factors,B787 Dreamliner Undifferentiated or Other Model,Captain, Pilot Flying,,,Cruise,,,,,
3012,0,0.50742966,1540841,US,Aircraft,B757 Undifferentiated or Other Model,Captain, Pilot Flying,,,Final Approach,,,,,
3013,1,0.70576805,1541099,CA,Ambiguous,B737 Undifferentiated or Other Model,Pilot Flying, Captain,,,Final Approach,,,,,
3014,0,0.7623242,1541106,US,Human Factors,B737-700,First Officer, Pilot Not Flying,,,Cruise,,,,,
3015,0,0.8512577,1541110,CA,Procedure,B737 Undifferentiated or Other Model,Captain, Pilot Not Flying,,,Initial Climb,,,,,
3016,0,0.91503835,1541190,FO,Aircraft,B767-300 and 300 ER,First Officer, Pilot Not Flying,,,Cruise,,,,,
3017,3,0.8532443,1541200,FO,Human Factors,B787-800,Pilot Flying,,,,Cruise,,,,,
3018,1,0.8669807,1541656,US,Aircraft,B777 Undifferentiated or Other Model,Captain, Pilot Not Flying,,,Takeoff / Launch,,,,,
3019,0,0.8674241,1541717,UT,Aircraft,B757 Undifferentiated or Other Model,Captain, Pilot Not Flying,,,Cruise,,,,,
3020,3,0.85105115,1541785,US,Aircraft,B737-800,Pilot Flying, Captain,,,Climb, Initial Climb,,,,
3021,0,0.909871,1541956,FO,Aircraft,B737-800,Captain, Pilot Flying,,,Takeoff / Launch,,,,,
3022,0,0.8825553,1542186,CO,Weather,B737-700,Pilot Not Flying, Captain,,,Cruise,,,,,
3023,1,0.8813732,1542292,NY,Procedure,B767 Undifferentiated or Other Model,First Officer, Pilot Flying,,,Final Approach,,,,,
3024,1,0.55882704,1542569,NV,Human Factors,B737-700,Pilot Flying, First Officer,,,Cruise,,,,,
3025,0,0.86910623,1542582,US,Aircraft,B737-700,First Officer, Pilot Not Flying,,,Cruise,,,,,
3026,0,0.7117131,1542658,FO,Aircraft,B787 Dreamliner Undifferentiated or Other Model,First Officer, Pilot Flying,,,Takeoff / Launch,,,,,
3027,1,0.9144723,1542765,US,Human Factors,B737-800,Captain, Pilot Not Flying,,,Initial Climb,,,,,
3028,0,0.9254793,1542770,NY,Human Factors,B767-300 and 300 ER,First Officer, Pilot Not Flying,,,Cruise,,,,,
3029,1,0.9121454,1542952,CA,Procedure,B777 Undifferentiated or Other Model,Pilot Flying, Captain,,,Initial Climb, Takeoff / Launch,,,,
3030,0,0.6277339,1543194,TX,Airspace Structure,B737 Undifferentiated or Other Model,Approach,,,,Initial Approach,,,,,
3031,3,0.49683803,1543539,TX,Human Factors,B737 Undifferentiated or Other Model,Captain, Pilot Flying,,,Final Approach,,,,,
3032,1,0.57680386,1543542,US,Aircraft,B737 Undifferentiated or Other Model,Captain, Pilot Flying,,,Final Approach,,,,,
3033,0,0.9098202,1543548,US,Aircraft,B787 Dreamliner Undifferentiated or Other Model,Captain, Pilot Flying,,,Cruise,,,,,
3034,0,0.91864324,1543680,Unidentified,Aircraft,B767 Undifferentiated or Other Model,Pilot Not Flying, Captain,,,Cruise,,,,,
3035,0,0.90918744,1543797,US,Aircraft,B737 Undifferentiated or Other Model,Captain, Pilot Flying,,,Climb,,,,,
3036,0,0.8782199,1543910,FO,Ambiguous,B767 Undifferentiated or Other Model,Pilot Flying, Captain,,,Cruise,,,,,
3037,0,0.7768235,1544227,US,Aircraft,B777 Undifferentiated or Other Model,Pilot Not Flying, First Officer,,,Climb,,,,,
3038,3,0.86838186,1544534,US,Procedure,B767 Undifferentiated or Other Model,Captain,,,,Cruise,,,,,
3039,1,0.7419494,1544536,FO,ATC Equipment / Nav Facility / Buildings,B777 Undifferentiated or Other Model,First Officer, Pilot Not Flying,,,Final Approach,,,,,
3040,0,0.84363115,1544547,US,Aircraft,B777 Undifferentiated or Other Model,Captain, Pilot Flying,,,Climb,,,,,
3041,0,0.8953485,1544870,US,Aircraft,B757 Undifferentiated or Other Model,Pilot Not Flying, Captain,,,Landing,,,,,
3042,0,0.9005232,1545229,FO,Aircraft,B767 Undifferentiated or Other Model,Captain, Pilot Not Flying,,,Cruise,,,,,
3043,3,0.49237454,1545550,FO,Ambiguous,B737-800,Pilot Flying, Captain,,,Final Approach,,,,,
3044,0,0.9409779,1545916,US,Aircraft,B757-300,Captain, Pilot Not Flying,,,Climb,,,,,
3045,0,0.58782214,1546309,CO,Weather,B737-700,Captain,,,,Final Approach,,,,,
3046,1,0.6408639,1546633,CA,Ambiguous,B777 Undifferentiated or Other Model,Captain, Pilot Flying,,,Takeoff / Launch,,,,,
3047,0,0.8426884,1546655,CO,Weather,B737 Undifferentiated or Other Model,First Officer, Pilot Flying,,,Takeoff / Launch,,,,,
3048,1,0.86848825,1546855,OK,Airport,B737 Undifferentiated or Other Model,Captain,,,,Landing,,,,,
3049,0,0.897379,1547146,NM,Procedure,B737-700,Captain, Pilot Not Flying,,,Cruise, Descent,,,,
3050,3,0.5622866,1547193,FO,Aircraft,B767 Undifferentiated or Other Model,First Officer, Pilot Not Flying,,,Climb,,,,,
3051,1,0.78350466,1547366,OH,Human Factors,B737 Undifferentiated or Other Model,First Officer, Pilot Flying,,,Final Approach,,,,,
3052,1,0.8770368,1547381,IL,Company Policy,B737 Undifferentiated or Other Model,Pilot Flying, Captain,,,Final Approach,,,,,
3053,1,0.7777331,1547909,US,Aircraft,B737 Next Generation Undifferentiated,First Officer, Pilot Flying,,,Takeoff / Launch,,,,,
3054,0,0.5759598,1547930,NJ,Ambiguous,B737 Undifferentiated or Other Model,Captain, Pilot Not Flying,,,Climb,,,,,
3055,1,0.514382,1548190,NJ,Ambiguous,B737 Undifferentiated or Other Model,First Officer, Pilot Flying,,,Climb,,,,,
3056,1,0.8438534,1548464,US,Manuals,B737 Undifferentiated or Other Model,First Officer, Pilot Not Flying,,,Takeoff / Launch,,,,,
3057,0,0.87462777,1548559,TX,Ambiguous,B737-800,Pilot Not Flying, First Officer,,,Initial Approach, Descent,,,,
3058,3,0.81772447,1549398,CO,Aircraft,B737 Undifferentiated or Other Model,Captain, Pilot Not Flying,,,Final Approach,,,,,
3059,2,0.8855049,1549802,WA,Procedure,B777-200,Approach,,,,Final Approach,,,,,
3060,2,0.82135665,1549854,IL,Human Factors,B737 Undifferentiated or Other Model,Pilot Flying, Captain,,,Takeoff / Launch, Taxi,,,,
3061,2,0.49510512,1550073,Unidentified,Ambiguous,B737 Next Generation Undifferentiated,Other / Unknown,,,,Cruise,,,,,
